Time,isbA,isbB,isbC,vsbA,vsbB,vsbC,isbARmsValue,isbBRmsValue,isbCRmsValue,vsbARmsValue,vsbBRmsValue,vsbCRmsValue,isbATrapAreaSum,isbBTrapAreaSum,isbCTrapAreaSum,vsbATrapAreaSum,vsbBTrapAreaSum,vsbCTrapAreaSum,t,GooseTimestamp,SqNum,StNum,cbStatus,frameLen,ethDst,ethSrc,ethType,gooseTimeAllowedtoLive,gooseAppid,gooseLen,TPID,gocbRef,datSet,goID,test,confRev,ndsCom,numDatSetEntries,APDUSize,protocol,stDiff,sqDiff,gooseLengthDiff,cbStatusDiff,apduSizeDiff,frameLengthDiff,timestampDiff,tDiff,timeFromLastChange,delay,class
24.23037,0.03293116,0.036605753,-0.06726528,0.045541853,-0.09535808,0.049817305,0.04954516966542077,0.055171112593209996,0.05384100336539246,0.06808216413259985,0.06789169166137643,0.0679851971752645,-39.61541449854849,-39.33538748481078,-39.550211825815495,-39.50579936752911,-39.47602616704535,-39.51816437423804,0.01659,24.23048787794497,11,1,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0171750655779555, 0.0, 24.21389787794497,1.1831007387641534E-4,normal
25.24402,0.07651503,-0.043143943,-0.031846985,-0.05650877,-0.03978272,0.09626999,0.04828163882779566,0.05349447899122228,0.051803508388567766,0.06800417646655509,0.06796269969986558,0.06777380312473574,-39.394797062748694,-39.88228434052144,-39.22420289256843,-39.487923379056156,-39.47700986510608,-39.535066983306024,0.01659,25.244064782415958,12,1,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0135769044709875, 0.0, 25.227474782415957,4.432037982482484E-5,normal
26.256199,-0.020850599,-0.05497724,0.07371357,-0.06988174,0.09302516,-0.023151536,0.051207394572759364,0.055653177027469185,0.05355755909792089,0.06774306780827986,0.06754272945660054,0.06787661840581259,-39.30587931953778,-39.532504591188626,-39.66032521397574,-39.47499227465596,-39.541577446390875,-39.483433055575006,0.01659,26.256400304097113,13,1,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0123355216811554, 0.0, 26.239810304097112,2.0142104047238263E-4,normal
27.27678,0.06796007,-0.055914935,-0.011056311,-0.07350473,-0.01812695,0.09160779,0.04830870695563496,0.05297856672451195,0.051894913908698756,0.06764694038577967,0.06792668355402948,0.06760221631216341,-39.47611434862938,-39.65406360686757,-39.37018559523858,-39.464215324347606,-39.49864424113184,-39.53712605382316,0.01659,27.27684845767078,14,1,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0204481535736676, 0.0, 27.26025845767078,6.928286609308998E-5,normal
28.28833,-0.043969337,-0.030634468,0.072236255,-0.034440067,0.094836876,-0.060395382,0.050830460614410024,0.055575692550506844,0.05405921869889812,0.06804357321617367,0.06783190143236079,0.06798598124663975,-39.41352090408327,-39.438370313175255,-39.647541919199284,-39.48847089958144,-39.52861741167726,-39.48290966398781,0.01659,28.28846975100689,15,1,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.011621293336109, 0.0, 28.27187975100689,1.39672881889652E-4,normal
29.30534,-0.036421616,-0.043871474,0.07794247,-0.046177555,0.09664441,-0.05046868,0.04858686187293545,0.0522553441846744,0.05212495269323747,0.06793921814336051,0.06771810963081967,0.06797962385523176,-39.635911196877714,-39.46812231151853,-39.39554532506736,-39.47918343049241,-39.535472735442454,-39.485338843776844,0.01659,29.30546076370835,16,1,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0169910127014603, 0.0, 29.28887076370835,1.2095047592808328E-4,normal
30.31416,0.024835698,0.050813623,-0.07344674,0.0596124,-0.0951035,0.035495594,0.049699103378745786,0.05391671336142987,0.05319174329860737,0.06793352652974444,0.06771535191660946,0.06794297213896604,-39.55250576749677,-39.59002584044356,-39.35842649429105,-39.51524403365329,-39.46544283773983,-39.51930909202201,0.01659,30.3142191838506,17,1,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0087584201422501, 0.0, 30.2976291838506,5.979054005322837E-5,normal
31.320671,-0.064383715,-0.0023353763,0.06438415,0.0012803731,0.08341015,-0.08467941,0.04940025018842237,0.054527421308541484,0.05318391763380937,0.06791246601454728,0.06766178733911372,0.06765801200167731,-39.50252622150583,-39.513729132013395,-39.48270374775166,-39.50052757188678,-39.532902476217714,-39.46657440927811,0.01659,31.320806580745284,18,1,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.006587396894684, 0.0, 31.304216580745283,1.3549920231525903E-4,normal
31.50631,-0.13211322,0.18825674,-0.094604604,-0.06604238,0.08989833,-0.023917941,0.10422903106660938,0.08103399500562106,0.11060946383880088,0.06524478455225094,0.06585666440857678,0.06647684479343435,-35.37475885840831,-37.57238729484379,-45.05803535808809,-39.44262962846551,-39.636515254562255,-39.41864576979424,31.50631,31.50631,1,2,1, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,1, -17, 0, 1, 0, 0, 0.18550341925471514, 31.48972, 0.0,4.907226553996225E-7,normal
31.5103,-0.17077307,0.02922192,0.096997306,-0.07644746,-0.011338489,0.08848467,0.13370470098311832,0.09401685942393104,0.11249792322423031,0.06218354361914716,0.06604017519355082,0.06440966707501168,-39.238533470313996,-34.145905900746584,-45.454933354631066,-39.25650112389121,-39.54523424140643,-39.685278503457084,31.50631,31.51031,2,2,1, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 0.004000000000001336, 0.0, 0.004000000000001336,1.0317382812985443E-5,normal
31.51429,0.06962,-0.046040446,0.0055720494,0.05287077,-0.096655115,0.04027915,0.14211178635101063,0.09380904929730977,0.11620127798297869,0.06307753751224426,0.06370495435904791,0.06641551427364048,-41.952120799338445,-34.30128309642896,-43.00604616384953,-39.65008560195565,-39.33313692628872,-39.538712438428774,31.50631,31.514310000000002,3,2,1, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 0.004000000000001336, 0.0, 0.008000000000002672,2.0144042970571263E-5,normal
31.53928,-0.115746334,0.11400608,-0.024858613,-0.055057697,0.09564964,-0.03807166,0.15776028966840192,0.10576588899666389,0.13800385560433934,0.06583122619913716,0.06567679394263931,0.06810779276826356,-37.315383402165025,-42.89917361206608,-38.310640606679954,-39.430545078241266,-39.548613673308864,-39.5232643680647,31.50631,31.53931,4,2,1, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 0.02499999999999858, 0.0, 0.03300000000000125,3.0062255859775178E-5,normal
31.60627,0.04260746,-0.10458925,0.017582517,-0.07029476,0.09170973,-0.02849188,0.141237456900527,0.07390509653490641,0.1126200527201019,0.06603928488010902,0.06702202469385123,0.06801198540160078,-37.978262220392935,-42.897821131453384,-39.11956437968183,-39.52657235233346,-39.43404145081877,-39.51203040729888,31.60631,31.60631,1,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,1, -3, 0, 1, 0, 0, 0.06700000000000017, 0.10000000000000142, 0.0,4.016357421932071E-5,normal
31.61026,0.22959979,-0.13786109,-0.10313652,-0.06983733,-0.027323589,0.09814531,0.13678818637557705,0.10221479210546476,0.09666266627471146,0.0683449292197493,0.06735833905956617,0.06929422476823854,-31.80851821496617,-45.829641172953416,-41.28193310939241,-39.66343362076441,-39.418806313817186,-39.423119994324225,31.60631,31.610310000000002,2,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 0.004000000000001336, 0.0, 0.004000000000001336,4.999023437690653E-5,normal
31.61425,0.18087384,-0.012071545,-0.16896123,0.068988435,-0.09638033,0.0260123,0.1709360450132484,0.09477667965289968,0.11041734298743477,0.06861778515853989,0.06950219326246683,0.06952527874382039,-27.54607905796729,-45.02738095849054,-46.09290725563187,-39.45419716730248,-39.596446876694245,-39.43157054900803,31.60631,31.614310000000003,3,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 0.004000000000001336, 0.0, 0.008000000000002672,5.981689453449235E-5,normal
31.63924,-0.015584002,-0.06697625,0.07773279,-0.061948206,0.09006032,-0.029618805,0.09603425711852313,0.06330664493440483,0.06735497785743146,0.06879506911061732,0.068243574381555,0.06904492098630396,-46.47280988562852,-37.10926530591678,-35.032200822781306,-39.52474877803979,-39.50779048449476,-39.474609201890416,31.60631,31.639310000000002,4,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 0.02499999999999858, 0.0, 0.03300000000000125,6.973510742369626E-5,normal
31.797161,0.008716776,0.05837787,-0.06540481,0.05093426,-0.09695899,0.046030134,0.04181297122107946,0.049260648065973585,0.05285963857450453,0.06778101375430691,0.06764529168346745,0.06787797750341731,-40.11931705303141,-38.92228855576832,-39.514420304065425,-39.533953459062104,-39.46058676310349,-39.50547223363537,31.60631,31.797310000000003,5,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 0.15800000000000125, 0.0, 0.1910000000000025,1.4889770508119682E-4,normal
32.82488,0.030844487,-0.07203378,0.040145956,-0.0951591,0.046793025,0.048349608,0.05171352795501032,0.05154927733818013,0.05372580933369259,0.06786870613776759,0.0681004612787804,0.06795102834534818,-38.77773364787572,-40.1111620645388,-39.63710705912672,-39.476318356415504,-39.51006922405213,-39.513616189477034,31.60631,32.82490873343454,6,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0275987334345373, 0.0, 1.2185987334345398,3.004080758728378E-5,normal
33.83118,0.004929495,0.060078595,-0.06298641,0.06853709,-0.09262144,0.024092998,0.042073717700044505,0.052916613444796416,0.05166068483556281,0.06784698077670291,0.06770723846029973,0.06789073433162703,-39.42547236380051,-39.50060561869759,-39.587531593075255,-39.52583017307916,-39.465347528865095,-39.50883781921584,31.60631,33.831383331884496,7,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0064745984499552, 0.0, 2.225073331884495,2.027593747300216E-4,normal
34.00399,0.014083085,-0.0010063023,-0.013028576,0.0021593012,0.0019473828,-0.004103061,0.037782350758747654,0.046984880205867025,0.05131954634431855,0.059090266905685605,0.06434572166475747,0.0535628088547092,-38.365827542802805,-40.020980934674256,-40.10498868056093,-40.68540255917669,-39.92830107104584,-37.88671383391636,31.60631,34.860075532145096,8,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0286922002606005, 0.0, 3.2537655321450956,0.8560853588052524,normal
35.88179,0.008369881,0.06014848,-0.06683372,0.084053606,-0.08336089,-6.776957E-4,0.06073526111273439,0.059539280119543146,0.054671084999720156,0.06768624312492644,0.06784638046717616,0.06807962729235428,-40.282968091079965,-39.03256839999813,-39.18929752334952,-39.52926473686239,-39.47879422135884,-39.491971152543556,31.60631,35.88194335904706,9,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0218678269019605, 0.0, 4.275633359047056,1.5319791424417417E-4,normal
36.90069,-0.051915023,0.0707425,-0.018857656,0.0920442,-0.020574536,-0.07144477,0.04844975916728977,0.05347647503965917,0.052753967314556546,0.0677068603671452,0.06796407403734485,0.06785935250021218,-39.38423671212513,-39.582885461859405,-39.52684177552146,-39.53575857053511,-39.490689049096545,-39.47356309054885,31.60631,36.9008928399831,10,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.018949480936044, 0.0, 5.2945828399831,2.0466859638190726E-4,normal
37.90636,-0.009240901,-0.06442688,0.07135215,-0.07382727,0.09034906,-0.01653143,0.048994437555573464,0.05365230892210494,0.05271650659471929,0.06786002587983571,0.06774813199048531,0.06799863655042016,-39.40802138647996,-39.63396132097114,-39.48379669498536,-39.47540593353915,-39.53273062656808,-39.49187657551374,31.60631,37.90641576731272,11,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.005522927329622, 0.0, 6.300105767312722,5.514109201953943E-5,normal
38.909508,0.061534736,-0.06506884,0.0032350954,-0.08506902,0.0031000022,0.08194449,0.04918119136212171,0.05359622916906767,0.05241752053666429,0.06774102212505786,0.06800273954449586,0.06781277037802187,-39.502173401851906,-39.56074376864126,-39.50200138274522,-39.46738040004857,-39.50349763115082,-39.52914132626029,31.60631,38.909708333557724,12,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0032925662450012, 0.0, 7.303398333557723,2.005820928800972E-4,normal
39.92736,0.06335442,-0.035618603,-0.026309108,-0.057088405,-0.03885217,0.095918424,0.049374637893784684,0.05189410566018854,0.05341469316314197,0.06788038112070167,0.06798786510611551,0.06769785486321922,-39.524224942382716,-39.44706348411273,-39.528681189985946,-39.47695527574979,-39.48822438149364,-39.53481056221062,31.60631,39.92737633740509,13,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.017668003847369, 0.0, 8.321066337405092,1.5802737124204214E-5,normal
40.94101,0.021217663,-0.076250955,0.053524937,-0.09494193,0.06390129,0.03102165,0.049505184264979525,0.05359655515090972,0.052433602586033655,0.06764425057181446,0.0678290617342205,0.06797883227255044,-39.87345561530674,-39.400359217499954,-39.25904102885397,-39.46251398649474,-39.52457271073945,-39.51291147180018,31.60631,40.94102823566067,14,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0136518982555742, 0.0, 9.334718235660667,1.871417629217831E-5,normal
41.94878,-0.0066793207,0.07010981,-0.062688686,0.0883597,-0.077656925,-0.010688325,0.051123928072224406,0.054084790269004916,0.05346913537434988,0.06773566267181945,0.06778373496791963,0.06801746212804836,-39.641308790887706,-39.50854451900523,-39.41450874903239,-39.531527578714304,-39.46995473623974,-39.49854892454459,31.60631,41.94898835014094,15,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.0079601144802695, 0.0, 10.342678350140936,2.0829032648350676E-4,normal
42.971878,-0.037326757,-0.03976332,0.07427723,-0.041381497,0.096286,-0.05490494,0.048902449074720286,0.053526594927596295,0.05242966164028602,0.06794517954374674,0.06767455718363649,0.0678950854940804,-39.39933028505766,-39.65735296324419,-39.477905720938,-39.48653598688543,-39.53535341093084,-39.478123963432154,31.60631,42.971978353568375,16,3,0, 200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8, 11000, 0x00003001, 186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE, 1, FALSE, 25, 186, GOOSE,0, 1, 0, 0, 0, 0, 1.022990003427438, 0.0, 11.365668353568374,1.0030181056208676E-4,normal
