frame.encap_type,frame.len,frame.number,frame.time_delta_displayed,frame.time_epoch,frame.time_relative,radiotap.channel.flags.cck,radiotap.channel.flags.ofdm,radiotap.channel.freq,radiotap.datarate,radiotap.dbm_antsignal,radiotap.length,radiotap.mactime,radiotap.present.tsft,radiotap.rxflags,radiotap.timestamp.ts,radiotap.vendor_oui,wlan.duration,wlan.bssid,wlan.fc.retry,wlan.fc.subtype,wlan.fcs.bad_checksum,wlan.fixed.beacon,wlan.fixed.capabilities.ess,wlan.seq,wlan.tag,wlan_radio.frequency,wlan_radio.signal_dbm,wlan_radio.start_tsf,wlan_radio.phy,wlan_radio.timestamp,wlan.rsn.capabilities.mfpc,wlan_rsna_eapol.keydes.msgnr,arp,arp.hw.type,arp.proto.type,ip.dst,ip.proto,ip.src,ip.ttl,tcp.ack,udp.dstport,udp.srcport,udp.length,Label
1,16028,22197,-2270.380128,-2270.380128,1682361015,19.834815,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jamming
23,294,281,0.025570081,0.025570081,1506050314,3.379262841,1,0,2417,1.0,-58,-58,36.0,7418497606.0,1,0,0x0000,0,0,0,0,0,8,2256,2466,1.0,1.0,1.0,1.0,1,1.0,1.0,1,4,8,14,1,24,7,7418495350.0,0.0,0.0,0.0,DoS
1,60,128674,0.000121,0.000121,1709389926,1295.046458,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Address Resolution Protocol (request),1,192.168.21.136,0,0,0,0.0,0.0,0.0,0.0,MITM
1,80,126064,0.002703,0.002703,1709371734,2232.225931,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.149,6,192.168.10.152,0.0,3.975698,0.0,0.0,BruteForce
1,83,336,0.082070456,0.082070456,1505186508,5.923195069,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.1.1,17,192.168.1.3,0.0,0.0,5556.0,44908.0,Normal
23,56,122795,0.001987196,0.001987196,1511915611,53.82466705,0,1,2417,24.0,-57,-57,36.0,392164047.0,1,0,0x0000,0,0,0,1,0,11,28,0,2.0,24.0,392164047.0,2417.0,-57,392164019.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,UDP Flooding
23,56,58372,3.854e-06,3.854e-06,1511915585,27.95698972,0,1,2417,24.0,-53,-53,36.0,366298076.0,1,0,0x0000,0,0,0,1,0,11,28,0,2.0,24.0,366298076.0,2417.0,-53,366298048.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,UDP Flooding
1,54,53442,2.8e-05,2.8e-05,1709370455,953.54007,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.152,6,192.168.10.149,0.0,8.953491,0.0,0.0,BruteForce
1,80,55177,0.025169,0.025169,1709370485,983.262017,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.149,6,192.168.10.152,0.0,3.292303,0.0,0.0,BruteForce
1,54,137878,2e-06,2e-06,1709374663,21.542477,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.241.208,6,192.168.241.124,0.0,1.973761,0.0,0.0,DDoS
23,50,142775,2.891e-06,2.891e-06,1511915615,57.97804762,0,1,2417,24.0,-77,-77,36.0,396318877.0,1,0,0x0000,0,0,0,1,0,12,28,0,2.0,24.0,396318877.0,2417.0,-77,396318849.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,UDP Flooding
1,54,17560,2e-06,2e-06,1709374647,5.21453,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.241.208,6,192.168.241.124,0.0,2.194545,0.0,0.0,DDoS
1,66,149370,2.8e-05,2.8e-05,1709372152,2650.592571,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.152,6,192.168.10.149,0.0,7.393119,0.0,0.0,BruteForce
1,66,157283,7e-06,7e-06,1709374666,24.310778,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.241.124,6,192.168.241.208,0.0,64919.0,0.582937,1.185747,DDoS
1,60,140198,1.3e-05,1.3e-05,1709390041,1410.412338,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Address Resolution Protocol (request),1,192.168.21.29,0,0,0,0.0,0.0,0.0,0.0,MITM
23,56,37856,0.00158619,0.00158619,1511915580,23.00830147,0,1,2417,24.0,-56,-56,36.0,361349525.0,1,0,0x0000,0,0,0,1,0,11,28,0,2.0,24.0,361349525.0,2417.0,-56,361349497.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,UDP Flooding
1,60,8652,0.009603,0.009603,1709395360,88.266433,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Address Resolution Protocol (request),1,192.168.21.77,0,0,0,0.0,0.0,0.0,0.0,FakeLanding
1,60,124746,0.000112,0.000112,1709389889,1258.407516,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Address Resolution Protocol (request),1,192.168.21.151,0,0,0,0.0,0.0,0.0,0.0,MITM
1,74,83187,0.001506,0.001506,1709370973,1471.831186,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.149,6,192.168.10.152,0.0,0.0,55536.0,0.0,BruteForce
1,66,22672,0.01802,0.01802,1709369904,402.462811,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.152,6,192.168.10.149,0.0,0.497693,0.0,0.0,BruteForce
1,16028,21127,-2271.261554,-2271.261554,1682361014,18.877679,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jamming
1,66,29403,0.000476,0.000476,1709370023,521.617416,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.149,6,192.168.10.152,0.0,9.278354,0.0,0.0,BruteForce
1,60,61421,0.01059,0.01059,1709389253,622.584716,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Address Resolution Protocol (request),1,192.168.21.68,0,0,0,0.0,0.0,0.0,0.0,MITM
1,100,87956,0.000129,0.000129,1709371063,1561.092305,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.152,6,192.168.10.149,0.0,0.351694,0.0,0.0,BruteForce
1,66,144991,0.000522,0.000522,1709372072,2570.347487,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.149,6,192.168.10.152,0.0,0.353312,0.0,0.0,BruteForce
1,66,103173,2.1e-05,2.1e-05,1709374658,16.657424,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.241.124,6,192.168.241.208,0.0,60625.0,0.0,0.0,DDoS
1,54,21100,2e-06,2e-06,1709374647,5.772877,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.241.208,6,192.168.241.124,0.0,2.25182,0.0,0.0,DDoS
1,66,147980,2.8e-05,2.8e-05,1709372127,2624.920199,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.152,6,192.168.10.149,0.0,3.811314,0.0,0.0,BruteForce
1,60,145219,0.007891,0.007891,1709390089,1458.318282,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Address Resolution Protocol (request),1,192.168.21.181,0,0,0,0.0,0.0,0.0,0.0,MITM
23,56,126018,3.067e-06,3.067e-06,1511915612,54.39452965,0,1,2417,24.0,-49,-49,36.0,392735062.0,1,0,0x0000,0,0,0,1,0,11,28,0,2.0,24.0,392735062.0,2417.0,-49,392735034.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,UDP Flooding
1,66,29515,4.1e-05,4.1e-05,1709374649,6.95395,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.241.124,6,192.168.241.208,0.0,52249.0,0.593364,1.168912,DDoS
1,100,130283,0.000114,0.000114,1709371812,2309.870006,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.152,6,192.168.10.149,0.0,3.576769,0.0,0.0,BruteForce
1,54,7898,3e-06,3e-06,1709374645,3.381034,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.241.208,6,192.168.241.124,0.0,0.529887,0.0,0.0,DDoS
1,66,101743,2.2e-05,2.2e-05,1709374658,16.473634,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.241.124,6,192.168.241.208,0.0,59287.0,0.584396,1.721644,DDoS
1,60,25980,1.6e-05,1.6e-05,1709388892,261.065281,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Address Resolution Protocol (request),1,192.168.21.245,0,0,0,0.0,0.0,0.0,0.0,MITM
1,60,14817,0.012179,0.012179,1709388780,149.170621,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Address Resolution Protocol (request),1,192.168.21.231,0,0,0,0.0,0.0,0.0,0.0,MITM
1,66,17135,2.2e-05,2.2e-05,1709374647,5.196157,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.241.124,6,192.168.241.208,0.0,50419.0,0.579896,2.254483,DDoS
23,56,79214,9.092e-06,9.092e-06,1511915593,35.86290499,0,1,2417,24.0,-57,-57,36.0,374204352.0,1,0,0x0000,0,0,0,1,0,11,28,0,2.0,24.0,374204352.0,2417.0,-57,374204324.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,UDP Flooding
1,88,17956,0.011528,0.011528,1709369819,317.303386,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.152,6,192.168.10.149,0.0,10.180667,0.0,0.0,BruteForce
23,50,145682,4.415e-06,4.415e-06,1511915618,60.36138298,0,1,2417,24.0,-68,-68,36.0,398701803.0,1,0,0x0000,0,0,0,1,0,12,28,0,2.0,24.0,398701803.0,2417.0,-68,398701775.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,UDP Flooding
1,66,173630,0.007951,0.007951,1709372581,3079.642746,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.152,6,192.168.10.149,0.0,7.14174,0.0,0.0,BruteForce
23,50,47339,1.5035e-05,1.5035e-05,1511915583,25.71943742,0,1,2417,24.0,-75,-75,36.0,364060545.0,1,0,0x0000,0,0,0,1,0,12,28,0,2.0,24.0,364060545.0,2417.0,-75,364060517.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,UDP Flooding
1,85,11654,0.009307,0.009307,1709369709,207.45124,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.149,6,192.168.10.152,0.0,6.525207,0.0,0.0,BruteForce
1,60,7716,0.008717,0.008717,1709388709,78.28512,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Address Resolution Protocol (request),1,192.168.21.221,0,0,0,0.0,0.0,0.0,0.0,MITM
1,88,165657,0.011896,0.011896,1709372435,2933.659897,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.152,6,192.168.10.149,0.0,2.794872,0.0,0.0,BruteForce
1,0,20222,2272.000127,2272.000127,1682363285,2290.075389,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jamming
1,66,161907,2.1e-05,2.1e-05,1709374667,24.982771,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.241.124,6,192.168.241.208,0.0,49497.0,0.694466,1.31274,DDoS
1,60,66625,1.2e-05,1.2e-05,1709389304,672.70524,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Address Resolution Protocol (request),1,192.168.21.105,0,0,0,0.0,0.0,0.0,0.0,MITM
23,144,639247,7.38e-06,7.38e-06,1511916506,459.8941809,0,0,2417,72.2222,-57,-57,50.0,1286906074.0,1,0,0x0000,0,1,0,2,0,8,47,828,2.0,72.2222,1286906074.0,2417.0,-57,1286906027.0,7.0,0,0,0,0,0,0,0,56.0,0.0,0.0,0.0,ICMP Flooding
1,66,152593,0.000292,0.000292,1709372211,2709.498183,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.149,6,192.168.10.152,0.0,3.907283,0.0,0.0,BruteForce
1,66,100659,2e-05,2e-05,1709374658,16.350154,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.241.124,6,192.168.241.208,0.0,58572.0,0.644557,2.476019,DDoS
1,66,172947,0.028138,0.028138,1709372568,3066.382951,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.10.152,6,192.168.10.149,0.0,3.831416,0.0,0.0,BruteForce
1,542,214,0.028879889,0.028879889,1505186506,3.499782188,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,192.168.1.3,17,192.168.1.1,0.0,0.0,43282.0,5554.0,Normal
23,50,18803,2.038e-06,2.038e-06,1511915568,11.01843919,0,1,2417,24.0,-71,-71,36.0,349359991.0,1,0,0x0000,0,0,0,1,0,12,28,0,2.0,24.0,349359991.0,2417.0,-71,349359963.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,UDP Flooding
